poll_id,question_id,race,cycle,location,pollster,polldate,electiondate,days_to_election,samplesize,methodology,candidate,party,poll_pct,actual_pct,signed_error,absolute_error,source_url,official_result_url
46671,72965,2016_Pres-G_TN,2016,TN,Ipsos,2016-09-29,2016-11-08,40,557.0,Online Panel,Hillary Rodham Clinton,DEM,33.86,34.71633279865009,-0.8563327986500937,0.8563327986500937,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
47222,73899,2016_Pres-G_TN,2016,TN,Ipsos,2016-10-13,2016-11-08,26,433.0,Online Panel,Hillary Rodham Clinton,DEM,34.69,34.71633279865009,-0.026332798650095413,0.026332798650095413,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48714,76295,2016_Pres-G_TN,2016,TN,Ipsos,2016-10-30,2016-11-08,9,538.0,Online Panel,Hillary Rodham Clinton,DEM,36.33,34.71633279865009,1.6136672013499052,1.6136672013499052,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48761,76342,2016_Pres-G_TN,2016,TN,YouGov,2016-10-20,2016-11-08,19,1729.0,Online Panel,Hillary Rodham Clinton,DEM,33.9,34.71633279865009,-0.8163327986500946,0.8163327986500946,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
45869,71633,2016_Pres-G_TX,2016,TX,Ipsos,2016-09-12,2016-11-08,57,462.0,Online Panel,Hillary Rodham Clinton,DEM,28.51,43.23525798101196,-14.72525798101196,14.72525798101196,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46094,72086,2016_Pres-G_TX,2016,TX,Ipsos,2016-09-19,2016-11-08,50,462.0,Online Panel,Hillary Rodham Clinton,DEM,32.6,43.23525798101196,-10.63525798101196,10.63525798101196,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46375,72503,2016_Pres-G_TX,2016,TX,Ipsos,2016-09-26,2016-11-08,43,464.0,Online Panel,Hillary Rodham Clinton,DEM,32.9,43.23525798101196,-10.335257981011964,10.335257981011964,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46672,72966,2016_Pres-G_TX,2016,TX,Ipsos,2016-10-03,2016-11-08,36,583.0,Online Panel,Hillary Rodham Clinton,DEM,33.59,43.23525798101196,-9.645257981011959,9.645257981011959,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46856,73302,2016_Pres-G_TX,2016,TX,Ipsos,2016-10-10,2016-11-08,29,422.0,Online Panel,Hillary Rodham Clinton,DEM,31.57,43.23525798101196,-11.665257981011962,11.665257981011962,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
47223,73900,2016_Pres-G_TX,2016,TX,Ipsos,2016-10-17,2016-11-08,22,405.0,Online Panel,Hillary Rodham Clinton,DEM,39.04,43.23525798101196,-4.195257981011963,4.195257981011963,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
47237,73920,2016_Pres-G_TX,2016,TX,YouGov,2016-10-21,2016-11-08,18,1031.0,Live Phone/Online Panel,Hillary Rodham Clinton,DEM,43.0,43.23525798101196,-0.23525798101196216,0.23525798101196216,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
47544,74373,2016_Pres-G_TX,2016,TX,YouGov,2016-10-18,2016-11-08,21,959.0,Online Panel,Hillary Rodham Clinton,DEM,42.0,43.23525798101196,-1.2352579810119622,1.2352579810119622,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
47750,74733,2016_Pres-G_TX,2016,TX,Ipsos,2016-10-24,2016-11-08,15,504.0,Online Panel,Hillary Rodham Clinton,DEM,33.95,43.23525798101196,-9.28525798101196,9.28525798101196,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48210,75508,2016_Pres-G_TX,2016,TX,Marist,2016-10-31,2016-11-08,8,679.0,Live Phone,Hillary Rodham Clinton,DEM,40.0,43.23525798101196,-3.235257981011962,3.235257981011962,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48702,76283,2016_Pres-G_TX,2016,TX,Ipsos,2016-11-03,2016-11-08,5,646.0,Online Panel,Hillary Rodham Clinton,DEM,39.3,43.23525798101196,-3.935257981011965,3.935257981011965,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48762,76343,2016_Pres-G_TX,2016,TX,YouGov,2016-10-20,2016-11-08,19,5874.0,Online Panel,Hillary Rodham Clinton,DEM,36.8,43.23525798101196,-6.435257981011965,6.435257981011965,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46095,72087,2016_Pres-G_UT,2016,UT,Ipsos,2016-09-12,2016-11-08,57,208.0,Online Panel,Hillary Rodham Clinton,DEM,31.24,27.459545266522184,3.7804547334778142,3.7804547334778142,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46857,73303,2016_Pres-G_UT,2016,UT,Ipsos,2016-10-03,2016-11-08,36,282.0,Online Panel,Hillary Rodham Clinton,DEM,35.0,27.459545266522184,7.540454733477816,7.540454733477816,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46866,73319,2016_Pres-G_UT,2016,UT,YouGov,2016-10-13,2016-11-08,26,951.0,Live Phone/Online Panel,Hillary Rodham Clinton,DEM,20.0,27.459545266522184,-7.459545266522184,7.459545266522184,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48684,76247,2016_Pres-G_UT,2016,UT,YouGov,2016-11-04,2016-11-08,4,762.0,Online Panel,Hillary Rodham Clinton,DEM,23.0,27.459545266522184,-4.459545266522184,4.459545266522184,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48792,76378,2016_Pres-G_UT,2016,UT,Ipsos,2016-10-27,2016-11-08,12,286.0,Online Panel,Hillary Rodham Clinton,DEM,32.9,27.459545266522184,5.440454733477814,5.440454733477814,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48763,76344,2016_Pres-G_UT,2016,UT,YouGov,2016-10-20,2016-11-08,19,676.0,Online Panel,Hillary Rodham Clinton,DEM,23.7,27.459545266522184,-3.759545266522185,3.759545266522185,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
45871,71635,2016_Pres-G_VA,2016,VA,Ipsos,2016-09-12,2016-11-08,57,435.0,Online Panel,Hillary Rodham Clinton,DEM,47.35,49.72789199301014,-2.377891993010138,2.377891993010138,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46029,71985,2016_Pres-G_VA,2016,VA,YouGov,2016-09-22,2016-11-08,47,1237.0,Live Phone/Online Panel,Hillary Rodham Clinton,DEM,45.0,49.72789199301014,-4.7278919930101395,4.7278919930101395,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46377,72505,2016_Pres-G_VA,2016,VA,Ipsos,2016-09-22,2016-11-08,47,849.0,Online Panel,Hillary Rodham Clinton,DEM,48.26,49.72789199301014,-1.4678919930101415,1.4678919930101415,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46858,73304,2016_Pres-G_VA,2016,VA,Ipsos,2016-10-06,2016-11-08,33,884.0,Online Panel,Hillary Rodham Clinton,DEM,49.22,49.72789199301014,-0.5078919930101407,0.5078919930101407,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
47752,74735,2016_Pres-G_VA,2016,VA,Ipsos,2016-10-20,2016-11-08,19,697.0,Online Panel,Hillary Rodham Clinton,DEM,48.11,49.72789199301014,-1.61789199301014,1.61789199301014,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48703,76284,2016_Pres-G_VA,2016,VA,Ipsos,2016-11-03,2016-11-08,5,534.0,Online Panel,Hillary Rodham Clinton,DEM,45.9,49.72789199301014,-3.827891993010141,3.827891993010141,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48765,76346,2016_Pres-G_VA,2016,VA,YouGov,2016-10-20,2016-11-08,19,2460.0,Online Panel,Hillary Rodham Clinton,DEM,46.1,49.72789199301014,-3.627891993010138,3.627891993010138,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46674,72968,2016_Pres-G_VT,2016,VT,Ipsos,2016-09-26,2016-11-08,43,102.0,Online Panel,Hillary Rodham Clinton,DEM,46.34,56.67778599472493,-10.337785994724925,10.337785994724925,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48255,75556,2016_Pres-G_VT,2016,VT,Ipsos,2016-10-30,2016-11-08,9,106.0,Online Panel,Hillary Rodham Clinton,DEM,48.27,56.67778599472493,-8.407785994724925,8.407785994724925,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48764,76345,2016_Pres-G_VT,2016,VT,YouGov,2016-10-20,2016-11-08,19,191.0,Online Panel,Hillary Rodham Clinton,DEM,40.5,56.67778599472493,-16.17778599472493,16.17778599472493,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
45872,71636,2016_Pres-G_WA,2016,WA,Ipsos,2016-09-08,2016-11-08,61,460.0,Online Panel,Hillary Rodham Clinton,DEM,46.81,52.53868006182659,-5.728680061826587,5.728680061826587,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46378,72506,2016_Pres-G_WA,2016,WA,Ipsos,2016-09-22,2016-11-08,47,496.0,Online Panel,Hillary Rodham Clinton,DEM,48.94,52.53868006182659,-3.5986800618265917,3.5986800618265917,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46676,72970,2016_Pres-G_WA,2016,WA,Ipsos,2016-10-03,2016-11-08,36,341.0,Online Panel,Hillary Rodham Clinton,DEM,50.9,52.53868006182659,-1.6386800618265909,1.6386800618265909,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
47628,74543,2016_Pres-G_WA,2016,WA,YouGov,2016-10-10,2016-11-08,29,750.0,Online Panel,Hillary Rodham Clinton,DEM,53.0,52.53868006182659,0.46131993817341055,0.46131993817341055,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
47226,73903,2016_Pres-G_WA,2016,WA,Ipsos,2016-10-13,2016-11-08,26,488.0,Online Panel,Hillary Rodham Clinton,DEM,46.14,52.53868006182659,-6.398680061826589,6.398680061826589,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48715,76296,2016_Pres-G_WA,2016,WA,Ipsos,2016-10-30,2016-11-08,9,562.0,Online Panel,Hillary Rodham Clinton,DEM,46.72,52.53868006182659,-5.818680061826591,5.818680061826591,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48766,76347,2016_Pres-G_WA,2016,WA,YouGov,2016-10-20,2016-11-08,19,1985.0,Online Panel,Hillary Rodham Clinton,DEM,47.4,52.53868006182659,-5.138680061826591,5.138680061826591,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46099,72091,2016_Pres-G_WI,2016,WI,Ipsos,2016-09-15,2016-11-08,54,526.0,Online Panel,Hillary Rodham Clinton,DEM,41.12,46.45384137224266,-5.333841372242659,5.333841372242659,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46678,72972,2016_Pres-G_WI,2016,WI,Ipsos,2016-09-29,2016-11-08,40,687.0,Online Panel,Hillary Rodham Clinton,DEM,45.72,46.45384137224266,-0.733841372242658,0.733841372242658,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46569,72848,2016_Pres-G_WI,2016,WI,YouGov,2016-10-06,2016-11-08,33,993.0,Live Phone/Online Panel,Hillary Rodham Clinton,DEM,43.0,46.45384137224266,-3.453841372242657,3.453841372242657,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
47228,73905,2016_Pres-G_WI,2016,WI,Ipsos,2016-10-13,2016-11-08,26,470.0,Online Panel,Hillary Rodham Clinton,DEM,45.38,46.45384137224266,-1.0738413722426543,1.0738413722426543,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48717,76298,2016_Pres-G_WI,2016,WI,Ipsos,2016-10-30,2016-11-08,9,625.0,Online Panel,Hillary Rodham Clinton,DEM,45.92,46.45384137224266,-0.5338413722426552,0.5338413722426552,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48768,76349,2016_Pres-G_WI,2016,WI,YouGov,2016-10-20,2016-11-08,19,1794.0,Online Panel,Hillary Rodham Clinton,DEM,42.2,46.45384137224266,-4.253841372242654,4.253841372242654,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
46379,72507,2016_Pres-G_WV,2016,WV,Ipsos,2016-09-19,2016-11-08,50,173.0,Online Panel,Hillary Rodham Clinton,DEM,33.12,26.426080907249627,6.69391909275037,6.69391909275037,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
47227,73904,2016_Pres-G_WV,2016,WV,Ipsos,2016-10-10,2016-11-08,29,129.0,Online Panel,Hillary Rodham Clinton,DEM,39.5,26.426080907249627,13.073919092750373,13.073919092750373,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48716,76297,2016_Pres-G_WV,2016,WV,Ipsos,2016-10-30,2016-11-08,9,180.0,Online Panel,Hillary Rodham Clinton,DEM,34.22,26.426080907249627,7.793919092750372,7.793919092750372,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48767,76348,2016_Pres-G_WV,2016,WV,YouGov,2016-10-20,2016-11-08,19,472.0,Online Panel,Hillary Rodham Clinton,DEM,25.7,26.426080907249627,-0.7260809072496279,0.7260809072496279,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
48769,76350,2016_Pres-G_WY,2016,WY,YouGov,2016-10-20,2016-11-08,19,151.0,Online Panel,Hillary Rodham Clinton,DEM,26.2,21.87735734749793,4.3226426525020685,4.3226426525020685,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29507,35107,2012_Pres-G_AZ,2012,AZ,YouGov,2012-09-11,2012-11-06,56,628.0,Online Panel,Barack Obama,DEM,41.0,44.58976694179938,-3.5897669417993825,3.5897669417993825,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30051,35955,2012_Pres-G_AZ,2012,AZ,YouGov,2012-10-08,2012-11-06,29,469.0,Online Panel,Barack Obama,DEM,43.0,44.58976694179938,-1.5897669417993825,1.5897669417993825,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30685,36956,2012_Pres-G_AZ,2012,AZ,YouGov,2012-11-02,2012-11-06,4,702.0,Online Panel,Barack Obama,DEM,44.0,44.58976694179938,-0.5897669417993825,0.5897669417993825,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29483,35065,2012_Pres-G_CA,2012,CA,YouGov,2012-09-11,2012-11-06,56,1361.0,Online Panel,Barack Obama,DEM,56.0,60.23895914168964,-4.238959141689641,4.238959141689641,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30046,35945,2012_Pres-G_CA,2012,CA,YouGov,2012-10-08,2012-11-06,29,1169.0,Online Panel,Barack Obama,DEM,58.0,60.23895914168964,-2.238959141689641,2.238959141689641,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30703,36991,2012_Pres-G_CA,2012,CA,YouGov,2012-11-02,2012-11-06,4,1575.0,Online Panel,Barack Obama,DEM,55.0,60.23895914168964,-5.238959141689641,5.238959141689641,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29434,35000,2012_Pres-G_CO,2012,CO,YouGov,2012-09-11,2012-11-06,56,707.0,Online Panel,Barack Obama,DEM,50.0,51.49214523168122,-1.4921452316812207,1.4921452316812207,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29441,35012,2012_Pres-G_CO,2012,CO,Marist,2012-09-17,2012-11-06,50,971.0,Live Phone,Barack Obama,DEM,50.0,51.49214523168122,-1.4921452316812207,1.4921452316812207,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30035,35922,2012_Pres-G_CO,2012,CO,YouGov,2012-10-08,2012-11-06,29,527.0,Online Panel,Barack Obama,DEM,48.0,51.49214523168122,-3.4921452316812207,3.4921452316812207,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30316,36347,2012_Pres-G_CO,2012,CO,Marist,2012-10-23,2012-11-06,14,1128.0,Live Phone,Barack Obama,DEM,48.0,51.49214523168122,-3.4921452316812207,3.4921452316812207,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30603,36803,2012_Pres-G_CO,2012,CO,Ipsos,2012-11-01,2012-11-06,5,1052.0,Online Panel,Barack Obama,DEM,46.0,51.49214523168122,-5.492145231681221,5.492145231681221,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30604,36804,2012_Pres-G_CO,2012,CO,Ipsos,2012-11-01,2012-11-06,5,1226.0,Online Panel,Barack Obama,DEM,43.0,51.49214523168122,-8.49214523168122,8.49214523168122,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30712,37008,2012_Pres-G_CO,2012,CO,YouGov,2012-11-02,2012-11-06,4,752.0,Online Panel,Barack Obama,DEM,48.0,51.49214523168122,-3.4921452316812207,3.4921452316812207,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30787,37141,2012_Pres-G_CO,2012,CO,Ipsos,2012-11-04,2012-11-06,2,774.0,Online Panel,Barack Obama,DEM,48.0,51.49214523168122,-3.4921452316812207,3.4921452316812207,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29496,35086,2012_Pres-G_CT,2012,CT,YouGov,2012-09-11,2012-11-06,56,634.0,Online Panel,Barack Obama,DEM,53.0,58.05684558936727,-5.056845589367271,5.056845589367271,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30042,35992,2012_Pres-G_CT,2012,CT,YouGov,2012-10-08,2012-11-06,29,434.0,Online Panel,Barack Obama,DEM,53.0,58.05684558936727,-5.056845589367271,5.056845589367271,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30702,36989,2012_Pres-G_CT,2012,CT,YouGov,2012-11-02,2012-11-06,4,895.0,Online Panel,Barack Obama,DEM,54.0,58.05684558936727,-4.056845589367271,4.056845589367271,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
19100,24420,2012_Pres-G_FL,2012,FL,Marist,2012-09-10,2012-11-06,57,980.0,Live Phone,Barack Obama,DEM,49.0,50.007865068698685,-1.0078650686986848,1.0078650686986848,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29429,34992,2012_Pres-G_FL,2012,FL,YouGov,2012-09-11,2012-11-06,56,1415.0,Online Panel,Barack Obama,DEM,49.0,50.007865068698685,-1.0078650686986848,1.0078650686986848,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29724,35441,2012_Pres-G_FL,2012,FL,Marist,2012-09-30,2012-11-06,37,890.0,Live Phone,Barack Obama,DEM,47.0,50.007865068698685,-3.0078650686986848,3.0078650686986848,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29922,35740,2012_Pres-G_FL,2012,FL,Marist,2012-10-08,2012-11-06,29,988.0,Live Phone,Barack Obama,DEM,48.0,50.007865068698685,-2.0078650686986848,2.0078650686986848,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30036,35931,2012_Pres-G_FL,2012,FL,YouGov,2012-10-08,2012-11-06,29,1244.0,Online Panel,Barack Obama,DEM,48.0,50.007865068698685,-2.0078650686986848,2.0078650686986848,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30629,36839,2012_Pres-G_FL,2012,FL,Marist,2012-10-31,2012-11-06,6,1545.0,Live Phone,Barack Obama,DEM,49.0,50.007865068698685,-1.0078650686986848,1.0078650686986848,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30601,36799,2012_Pres-G_FL,2012,FL,Ipsos,2012-11-01,2012-11-06,5,985.0,Online Panel,Barack Obama,DEM,48.0,50.007865068698685,-2.0078650686986848,2.0078650686986848,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30602,36801,2012_Pres-G_FL,2012,FL,Ipsos,2012-11-01,2012-11-06,5,1319.0,Online Panel,Barack Obama,DEM,46.0,50.007865068698685,-4.007865068698685,4.007865068698685,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30711,37006,2012_Pres-G_FL,2012,FL,YouGov,2012-11-02,2012-11-06,4,1621.0,Online Panel,Barack Obama,DEM,47.0,50.007865068698685,-3.0078650686986848,3.0078650686986848,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30785,37135,2012_Pres-G_FL,2012,FL,Ipsos,2012-11-04,2012-11-06,2,769.0,Online Panel,Barack Obama,DEM,47.0,50.007865068698685,-3.0078650686986848,3.0078650686986848,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29476,35058,2012_Pres-G_GA,2012,GA,YouGov,2012-09-11,2012-11-06,56,1020.0,Online Panel,Barack Obama,DEM,44.0,45.48216048512199,-1.4821604851219874,1.4821604851219874,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30052,35957,2012_Pres-G_GA,2012,GA,YouGov,2012-10-08,2012-11-06,29,777.0,Online Panel,Barack Obama,DEM,44.0,45.48216048512199,-1.4821604851219874,1.4821604851219874,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30687,36960,2012_Pres-G_GA,2012,GA,YouGov,2012-11-02,2012-11-06,4,1070.0,Online Panel,Barack Obama,DEM,44.0,45.48216048512199,-1.4821604851219874,1.4821604851219874,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29430,34994,2012_Pres-G_IA,2012,IA,YouGov,2012-09-11,2012-11-06,56,700.0,Online Panel,Barack Obama,DEM,48.0,51.98801653414908,-3.9880165341490823,3.9880165341490823,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29444,35015,2012_Pres-G_IA,2012,IA,Marist,2012-09-17,2012-11-06,50,898.0,Live Phone,Barack Obama,DEM,50.0,51.98801653414908,-1.9880165341490823,1.9880165341490823,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30037,35924,2012_Pres-G_IA,2012,IA,YouGov,2012-10-08,2012-11-06,29,545.0,Online Panel,Barack Obama,DEM,50.0,51.98801653414908,-1.9880165341490823,1.9880165341490823,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30112,36047,2012_Pres-G_IA,2012,IA,Marist,2012-10-16,2012-11-06,21,1137.0,Live Phone,Barack Obama,DEM,51.0,51.98801653414908,-0.9880165341490823,0.9880165341490823,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30539,36702,2012_Pres-G_IA,2012,IA,Marist,2012-10-28,2012-11-06,9,1142.0,Live Phone,Barack Obama,DEM,50.0,51.98801653414908,-1.9880165341490823,1.9880165341490823,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30710,37004,2012_Pres-G_IA,2012,IA,YouGov,2012-11-02,2012-11-06,4,1040.0,Online Panel,Barack Obama,DEM,48.0,51.98801653414908,-3.9880165341490823,3.9880165341490823,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29504,35102,2012_Pres-G_IL,2012,IL,YouGov,2012-09-11,2012-11-06,56,1086.0,Online Panel,Barack Obama,DEM,59.0,57.60213536247709,1.3978646375229076,1.3978646375229076,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30047,35947,2012_Pres-G_IL,2012,IL,YouGov,2012-10-08,2012-11-06,29,850.0,Online Panel,Barack Obama,DEM,58.0,57.60213536247709,0.39786463752290757,0.39786463752290757,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30701,36987,2012_Pres-G_IL,2012,IL,YouGov,2012-11-02,2012-11-06,4,1126.0,Online Panel,Barack Obama,DEM,57.0,57.60213536247709,-0.6021353624770924,0.6021353624770924,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29478,35060,2012_Pres-G_IN,2012,IN,YouGov,2012-09-11,2012-11-06,56,658.0,Online Panel,Barack Obama,DEM,45.0,43.9273029040584,1.0726970959415993,1.0726970959415993,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30053,35958,2012_Pres-G_IN,2012,IN,YouGov,2012-10-08,2012-11-06,29,495.0,Online Panel,Barack Obama,DEM,41.0,43.9273029040584,-2.9273029040584007,2.9273029040584007,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30688,36961,2012_Pres-G_IN,2012,IN,YouGov,2012-11-02,2012-11-06,4,768.0,Online Panel,Barack Obama,DEM,44.0,43.9273029040584,0.07269709594159934,0.07269709594159934,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29480,35062,2012_Pres-G_MA,2012,MA,YouGov,2012-09-11,2012-11-06,56,825.0,Online Panel,Barack Obama,DEM,55.0,60.33830832021647,-5.33830832021647,5.33830832021647,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
29868,35652,2012_Pres-G_MA,2012,MA,YouGov,2012-10-05,2012-11-06,32,437.0,Online Panel,Barack Obama,DEM,55.0,60.33830832021647,-5.33830832021647,5.33830832021647,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30049,35950,2012_Pres-G_MA,2012,MA,YouGov,2012-10-08,2012-11-06,29,669.0,Online Panel,Barack Obama,DEM,55.0,60.33830832021647,-5.33830832021647,5.33830832021647,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
30700,36985,2012_Pres-G_MA,2012,MA,YouGov,2012-11-02,2012-11-06,4,811.0,Online Panel,Barack Obama,DEM,57.0,60.33830832021647,-3.33830832021647,3.33830832021647,https://github.com/fivethirtyeight/data/tree/master/pollster-ratings,https://electionlab.mit.edu/data
